cable_id,sld_schema,cbl_type,label,from,calc_lengt,splice_id,to,backhaul,sp1_type,sp1_label,sp2_type,sp2_label,stru_label,enc_type,placement,sc_type,coords_from,coords_to,reel_end
1938,1;2;1;1;1;2;2;2;1;1;1;1;,12,TWV/B095/012F,TWV/B094,35,1906,TWV/B095,2,SP4A,TWV/B095/B138/2,,,E1007108,2,1,ODP2,POINT(481060.94 614913.75),POINT(481052.01 614905.66),2
1285,1;2;1;1;1;2;2;2;1;1;1;2;,24,TWV/B096/024F,TWV/B094,101,1228,TWV/B096,2,SP4A,TWV/B096/B138/3,SP4A,TWV/B096/B138/4,TWV/B/EIR/CH096,2,2,ODP2,POINT(481060.94 614913.75),POINT(480985.27 614927.69),2
1286,1;2;1;1;1;2;2;2;1;1;1;2;1;,24,TWV/B097/024F,TWV/B096,94,1224,TWV/B097,2,SP4A,TWV/B097/B138/5,,,1501651,2,1,ODP2,POINT(480985.27 614927.69),POINT(480918.61 614951.94),2
1336,1;2;1;1;1;2;2;2;1;1;1;2;1;1;,12,TWV/B098/012F,TWV/B097,91,1225,TWV/B098,2,SP4A,TWV/B098/B138/6,,,570617,2,1,ODP2,POINT(480918.61 614951.94),POINT(480884.07 614899.96),2
1939,1;2;1;1;1;2;2;2;1;1;1;2;1;2;,12,TWV/B099/012F,TWV/B097,265,1227,TWV/B099,2,SP4A,TWV/B099/B138/7,SP4A,TWV/B099/B138/8,TWV/B/EIR/CH099,2,2,ODP2,POINT(480918.61 614951.94),POINT(481085.91 615051.62),2
1288,1;2;1;1;1;2;2;2;1;1;1;2;1;3;,24,TWV/B100/024F,TWV/B097,88,1229,TWV/B100,2,SP8A,TWV/B100/B139,SP4A,TWV/B100/B139/1,1273195,5,1,ODP1+ODP2,POINT(480918.61 614951.94),POINT(480854.2 614959.77),2
1289,1;2;1;1;1;2;2;2;1;1;1;2;1;3;1;,24,TWV/B101/024F,TWV/B100,147,1230,TWV/B101,2,SP4A,TWV/B101/B139/2,SP4A,TWV/B101/B139/3,1501655,2,1,ODP2,POINT(480854.2 614959.77),POINT(480733.98 614930.17),2
1290,1;2;1;1;1;2;2;2;1;1;1;2;1;3;1;1;,24,TWV/B102/024F,TWV/B101,243,1481,TWV/B102,2,,,,,1501660,4,1,JOINT,POINT(480733.98 614930.17),POINT(480530.75 614996.61),2
1291,1;2;1;1;1;2;2;2;1;1;1;2;1;3;1;1;1;,12,TWV/B103/012F,TWV/B102,174,1231,TWV/B103,2,SP4A,TWV/B103/B139/4,,,N1004839,2,1,ODP2,POINT(480530.75 614996.61),POINT(480448.82 614895.1),2
1292,1;2;1;1;1;2;2;2;1;1;1;2;1;3;1;1;2;,24,TWV/B104/024F,TWV/B102,209,1232,TWV/B104,2,SP4A,TWV/B104/B139/5,,,1501614,2,1,ODP2,POINT(480530.75 614996.61),POINT(480369.3 615084.13),2
1293,1;2;1;1;1;2;2;2;1;1;1;2;1;3;1;1;2;1;,24,TWV/B105/024F,TWV/B104,103,1234,TWV/B105,2,SP8A,TWV/B105/B140,SP4A,TWV/B105/B140/1,897993,5,1,ODP1+ODP2,POINT(480369.3 615084.13),POINT(480291.01 615101.8),2
1294,1;2;1;1;1;2;2;2;1;1;1;2;1;3;1;1;2;1;1;,12,TWV/B106/012F,TWV/B105,371,1233,TWV/B106,2,SP4A,TWV/B106/B140/2,,,826620,2,1,ODP2,POINT(480291.01 615101.8),POINT(480204.72 614768.79),2
1295,1;2;1;1;1;2;2;2;1;1;1;2;1;3;1;1;2;1;2;,12,TWV/B107/012F,TWV/B105,385,1235,TWV/B107,2,SP4A,TWV/B107/B140/3,,,826606,2,1,ODP2,POINT(480291.01 615101.8),POINT(479936.66 615160.58),2
1296,1;2;1;1;1;2;2;2;1;1;1;2;1;3;1;1;2;1;2;1;,12,TWV/B108/012F,TWV/B107,209,1237,TWV/B108,2,SP4A,TWV/B108/B140/4,SP4A,TWV/B108/B140/5,2110931,2,1,ODP2,POINT(479936.66 615160.58),POINT(479766.44 615241.1),2
1256,1;2;1;1;1;2;2;2;1;2;,96,TWV/B109/096F,TWV/B092,209,1214,TWV/B109,1,SP8A,TWV/B109/B141,SP4A,TWV/B109/B141/1,2189354,5,1,ODP1+ODP2,POINT(481198.45 614887.01),POINT(481264.64 615059.72),2
1257,1;2;1;1;1;2;2;2;1;2;1;,96,TWV/B110/096F,TWV/B109,155,1213,TWV/B110,1,SP4A,TWV/B110/B141/2,,,E1006949,2,1,ODP2,POINT(481264.64 615059.72),POINT(481289.78 615185.73),2
1258,1;2;1;1;1;2;2;2;1;2;1;1;,96,TWV/B111/096F,TWV/B110,75,1212,TWV/B111,1,SP4A,TWV/B111/B141/3,,,309849,2,1,ODP2,POINT(481289.78 615185.73),POINT(481302.02 615237.59),2
2028,1;2;1;1;1;2;2;2;1;2;1;1;1;,12,TWV/B112/012F,TWV/B111,155,1915,TWV/B112,2,SP4A,TWV/B112/B141/4,,,TWV/B/EIR/CH112,2,2,ODP2,POINT(481302.02 615237.59),POINT(481178.37 615274.33),2
1259,1;2;1;1;1;2;2;2;1;2;1;1;2;,96,TWV/B113/096F,TWV/B111,103,1211,TWV/B113,1,SP4A,TWV/B113/B141/5,SP4A,TWV/B113/B141/6,826646,2,1,ODP2,POINT(481302.02 615237.59),POINT(481321.5 615317.97),2
1260,1;2;1;1;1;2;2;2;1;2;1;1;2;1;,96,TWV/B114/096F,TWV/B113,289,1210,TWV/B114,1,SP4A,TWV/B114/B141/7,,,2189749,2,1,ODP2,POINT(481321.5 615317.97),POINT(481304.01 615580.63),2
1261,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;,96,TWV/B115/096F,TWV/B114,217,1284,TWV/B115,1,SP8A,TWV/B115/B142,SP4A,TWV/B115/B142/1,1378753,5,1,ODP1+ODP2,POINT(481304.01 615580.63),POINT(481346.09 615770.98),2
1263,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;,96,TWV/B116/096F,TWV/B115,113,1172,TWV/B116,1,SP4A,TWV/B116/B142/2,SP4A,TWV/B116/B142/3,826431,2,1,ODP2,POINT(481346.09 615770.98),POINT(481369.09 615859.96),2
1264,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;,96,TWV/B117/096F,TWV/B116,199,1173,TWV/B117,1,SP4A,TWV/B117/B142/4,SP4A,TWV/B117/B142/5,E1007252,2,1,ODP2,POINT(481369.09 615859.96),POINT(481444.85 616015.28),2
1223,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;,24,TWV/B118/024F,TWV/B117,123,1171,TWV/B118,2,SP4A,TWV/B118/B142/6,,,826369,2,1,ODP2,POINT(481444.85 616015.28),POINT(481349.55 616042.62),2
1222,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;,24,TWV/B119/024F,TWV/B118,175,1270,TWV/B119,2,SP8A,TWV/B119/B143,SP4A,TWV/B119/B143/1,897882,5,1,ODP1+ODP2,POINT(481349.55 616042.62),POINT(481204.7 616087.7),2
1221,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;,24,TWV/B120/024F,TWV/B119,197,1271,TWV/B120,2,SP4A,TWV/B120/B143/2,,,TWV/B/EIR/CH120,2,2,ODP2,POINT(481204.7 616087.7),POINT(481040.81 616137.51),2
1220,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;,24,TWV/B121/024F,TWV/B120,153,1272,TWV/B121,2,SP4A,TWV/B121/B143/3,,,826398,2,1,ODP2,POINT(481040.81 616137.51),POINT(480909.59 616147.22),2
1365,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;,24,TWV/B122/024F,TWV/B121,173,1930,TWV/B122,2,,,,,E1007509,4,1,JOINT,POINT(480909.59 616147.22),POINT(480758.4 616160.27),2
1998,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;,12,TWV/B123/012F,TWV/B122,103,1176,TWV/B123,2,SP4A,TWV/B123/B143/4,,,TWV/B/EIR/CH123,2,2,ODP2,POINT(480758.4 616160.27),POINT(480833.7 616146.47),2
1367,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;,12,TWV/B124/012F,TWV/B122,108,1178,TWV/B124,2,SP4A,TWV/B124/B143/5,,,TWV/B/EIR/CH124,2,2,ODP2,POINT(480758.4 616160.27),POINT(480793.26 616210.7),2
2026,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;,12,TWV/B125/012F,TWV/B124,10,1931,TWV/B125,2,SP4A,TWV/B125/B143/6,,,TWV/B/EIR/CH125,2,2,ODP2,POINT(480793.26 616210.7),POINT(480803.17 616210.35),2
1366,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;,24,TWV/B126/024F,TWV/B122,67,1283,TWV/B126,2,SP8A,TWV/B126/B144,SP4A,TWV/B126/B144/1,897884,5,1,ODP1+ODP2,POINT(480758.4 616160.27),POINT(480713.25 616164.42),2
1217,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;,24,TWV/B127/024F,TWV/B126,64,1181,TWV/B127,2,SP4A,TWV/B127/B144/2,,,897885,2,1,ODP2,POINT(480713.25 616164.42),POINT(480671.06 616169.12),2
1216,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;,12,TWV/B128/012F,TWV/B127,113,1179,TWV/B128,2,SP4A,TWV/B128/B144/3,,,826425,2,1,ODP2,POINT(480671.06 616169.12),POINT(480600.47 616225.43),2
2025,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;1;,12,TWV/B129/012F,TWV/B128,61,1912,TWV/B129,2,SP4A,TWV/B129/B144/4,,,826426,2,1,ODP2,POINT(480600.47 616225.43),POINT(480570.94 616252.3),2
1215,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;,24,TWV/B130/024F,TWV/B127,203,1180,TWV/B130,2,SP4A,TWV/B130/B144/5,SP4A,TWV/B130/B144/6,612878,2,1,ODP2,POINT(480671.06 616169.12),POINT(480495.75 616135.54),2
1214,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;,24,TWV/B131/024F,TWV/B130,721,1281,TWV/B131,2,SP8A,TWV/B131/B145,SP4A,TWV/B131/B145/1,952032,5,1,ODP1+ODP2,POINT(480495.75 616135.54),POINT(479880.5 615847.96),2
1211,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;,24,TWV/B132/024F,TWV/B131,226,1184,TWV/B132,2,SP4A,TWV/B132/B145/2,,,952024,2,1,ODP2,POINT(479880.5 615847.96),POINT(479693.7 615768.76),2
1210,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;,24,TWV/B133/024F,TWV/B132,385,1362,TWV/B133,2,,,,,2324058,4,1,JOINT,POINT(479693.7 615768.76),POINT(479342.6 615699.3),2
1209,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;1;,12,TWV/B134/012F,TWV/B133,498,1185,TWV/B134,2,SP4A,TWV/B134/B145/3,,,951998,2,1,ODP2,POINT(479342.6 615699.3),POINT(479300.54 616038.93),2
1208,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;,24,TWV/B135/024F,TWV/B133,1029,65,,2,,,,,1206774,,,SLACK,POINT(479342.6 615699.3),POINT(478915.44 615461.05),2
1208,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;,24,TWV/B135/024F,TWV/B133,1029,1379,TWV/B135,2,,,,,2007057,4,1,JOINT,POINT(478915.44 615461.05),POINT(478462.95 615323.25),2
1205,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;1;,12,TWV/B136/012F,TWV/B135,227,1378,TWV/B136,2,,,,,2532263,4,1,JOINT,POINT(478462.95 615323.25),POINT(478366.13 615496.62),2
1206,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;1;1;,12,TWV/B137/012F,TWV/B136,184,1187,TWV/B137,2,SP4A,TWV/B137/B145/4,,,2007055,2,1,ODP2,POINT(478366.13 615496.62),POINT(478284.1 615633.72),2
1207,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;1;2;,12,TWV/B138/012F,TWV/B136,480,1186,TWV/B138,2,SP4A,TWV/B138/B145/5,,,951933,2,1,ODP2,POINT(478366.13 615496.62),POINT(478686.21 615766.73),2
1204,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;,24,TWV/B139/024F,TWV/B135,71,1591,TWV/B139,2,,,,,1207059,4,1,JOINT,POINT(478462.95 615323.25),POINT(478469.55 615276.06),2
1436,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;,24,TWV/B140/024F,TWV/B139,509,1188,TWV/B140,2,SP4A,TWV/B140/B145/6,,,TWV/B/EIR/CH140,2,2,ODP2,POINT(478469.55 615276.06),POINT(478003.91 615248.93),2
1203,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;,24,TWV/B141/024F,TWV/B140,127,1360,TWV/B141,2,,,,,TWV/B/EIR/CH141,4,2,JOINT,POINT(478003.91 615248.93),POINT(477877.06 615261.05),2
1337,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;1;,12,TWV/B142/012F,TWV/B141,428,1282,TWV/B142,2,SP4A,TWV/B142/B145/7,,,E1007098,2,1,ODP2,POINT(477877.06 615261.05),POINT(477628.91 615097.14),2
1200,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;2;,12,TWV/B143/012F,TWV/B141,930,1189,TWV/B143,2,SP4A,TWV/B143/B145/8,,,2233960,2,1,ODP2,POINT(477877.06 615261.05),POINT(477726.62 615977.25),2
1180,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;,24,TWV/B146/024F,TWV/B141,1602,81,,2,,,,,TWV/B/EIR/CH184,,,SLACK,POINT(477877.06 615261.05),POINT(477405.73 615384.13),2
1180,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;,24,TWV/B146/024F,TWV/B141,1602,80,,2,,,,,TWV/B/EIR/CH217,,,SLACK,POINT(477405.73 615384.13),POINT(477125.58 615741.44),2
1180,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;,24,TWV/B146/024F,TWV/B141,1602,1279,TWV/B146,2,SP8A,TWV/B146/B147,,,TWV/B/EIR/CH146,1,2,ODP1,POINT(477125.58 615741.44),POINT(476713.16 615946.57),2
1177,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;1;,24,TWV/B147/024F,TWV/B146,775,1194,TWV/B147,2,SP4A,TWV/B147/B147/1,,,937465,2,1,ODP2,POINT(476713.16 615946.57),POINT(477213.44 616465.85),2
1181,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;1;1;,24,TWV/B148/024F,TWV/B147,859,1280,TWV/B148,2,SP8A,TWV/B148/B148,,,951213,1,1,ODP1,POINT(477213.44 616465.85),POINT(477817.81 617035.46),2
1182,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;1;1;1;,12,TWV/B149/012F,TWV/B148,440,1195,TWV/B149,2,SP4A,TWV/B149/B148/1,,,2283718,2,1,ODP2,POINT(477817.81 617035.46),POINT(478027.14 616676.72),2
1183,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;1;1;1;1;,12,TWV/B150/012F,TWV/B149,364,1926,TWV/B150,2,SP4A,TWV/B150/B148/2,,,559422,2,1,ODP2,POINT(478027.14 616676.72),POINT(478153.85 616376.55),2
1960,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;1;1;1;1;1;,12,TWV/B151/012F,TWV/B150,193,1196,TWV/B151,2,SP4A,TWV/B151/B148/3,,,951338,2,1,ODP2,POINT(478153.85 616376.55),POINT(478186.84 616211.08),2
1184,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;1;1;2;,12,TWV/B152/012F,TWV/B148,491,1207,TWV/B152,2,SP4A,TWV/B152/B148/4,,,951181,2,1,ODP2,POINT(477817.81 617035.46),POINT(477642.38 617467.46),2
1185,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;1;1;2;1;,12,TWV/B153/012F,TWV/B152,320,1208,TWV/B153,2,SP4A,TWV/B153/B148/5,,,2283972,2,1,ODP2,POINT(477642.38 617467.46),POINT(477530.44 617742.05),2
1186,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;1;1;2;1;1;,12,TWV/B154/012F,TWV/B153,511,1209,TWV/B154,2,SP4A,TWV/B154/B148/6,,,E1007361,2,1,ODP2,POINT(477530.44 617742.05),POINT(477486.57 618167.8),2
1964,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;,24,TWV/B169/024F,TWV/B146,1634,114,,2,,,,,651149,,,SLACK,POINT(476713.16 615946.57),POINT(476171.72 616476.88),2
1964,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;,24,TWV/B169/024F,TWV/B146,1634,1277,TWV/B169,2,SP8A,TWV/B169/B202,,,651987,1,1,ODP1,POINT(476171.72 616476.88),POINT(475641.14 617035.26),2
1190,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;1;,12,TWV/B170/012F,TWV/B169,347,1278,TWV/B170,2,SP4A,TWV/B170/B202/1,,,927567,2,1,ODP2,POINT(475641.14 617035.26),POINT(475326.13 617033.7),2
1191,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;1;1;,12,TWV/B171/012F,TWV/B170,1335,78,,2,,,,,2283650,,,SLACK,POINT(475326.13 617033.7),POINT(474845.46 617100.37),2
1191,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;1;1;1;,12,TWV/B171/012F,TWV/B170,1335,79,,2,,,,,1923906,,,SLACK,POINT(474845.46 617100.37),POINT(474343.7 617040.3),2
1191,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;1;1;1;1;,12,TWV/B171/012F,TWV/B170,1335,1202,TWV/B171,2,SP4A,TWV/B171/B202/2,,,927676,2,1,ODP2,POINT(474343.7 617040.3),POINT(474249.15 616817.22),2
1187,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;2;,12,TWV/B172/012F,TWV/B169,1448,75,,2,,,,,926890,,,SLACK,POINT(475641.14 617035.26),POINT(475936.29 617270.96),2
1187,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;2;1;,12,TWV/B172/012F,TWV/B169,1448,74,,2,,,,,2041948,,,SLACK,POINT(475936.29 617270.96),POINT(476322.42 617588.17),2
1187,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;2;1;1;,12,TWV/B172/012F,TWV/B169,1448,1204,TWV/B172,2,SP4A,TWV/B172/B202/3,,,1130243,2,1,ODP2,POINT(476322.42 617588.17),POINT(476582.03 617951.29),2
1188,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;2;1;1;1;,12,TWV/B173/012F,TWV/B172,305,1206,TWV/B173,2,SP4A,TWV/B173/B202/4,,,927039,2,1,ODP2,POINT(476582.03 617951.29),POINT(476674.53 618130.27),2
1189,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;2;1;1;1;1;,12,TWV/B174/012F,TWV/B173,110,1907,TWV/B174,2,SP4A,TWV/B174/B202/5,,,927101,2,1,ODP2,POINT(476674.53 618130.27),POINT(476814.62 618228.38),2
2020,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;2;1;1;1;1;1;,12,TWV/B175/012F,TWV/B174,338,1205,TWV/B175,2,SP4A,TWV/B175/B202/6,,,927109,2,1,ODP2,POINT(476814.62 618228.38),POINT(477038.73 618449.62),2
1192,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;,24,TWV/B176/024F,TWV/B169,445,1589,TWV/B176,2,,,,,927111,4,1,JOINT,POINT(475641.14 617035.26),POINT(475523.38 617432.65),2
1434,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;,24,TWV/B177/024F,TWV/B176,1164,70,,2,,,,,985911,,,SLACK,POINT(475523.38 617432.65),POINT(475268.44 617915.55),2
1434,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;,24,TWV/B177/024F,TWV/B176,1164,1274,TWV/B177,2,SP8A,TWV/B177/B203,,,927153,1,1,ODP1,POINT(475268.44 617915.55),POINT(474911.52 618295.47),2
1193,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;1;,12,TWV/B178/012F,TWV/B177,739,1588,TWV/B178,2,,,,,927210,4,1,JOINT,POINT(474911.52 618295.47),POINT(474249.08 618070.74),2
1433,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;1;1;,12,TWV/B179/012F,TWV/B178,1807,84,,2,,,,,TWV/B/EIR/CH062,,,SLACK,POINT(474249.08 618070.74),POINT(473753.36 618129.69),2
1433,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;1;1;1;,12,TWV/B179/012F,TWV/B178,1807,85,,2,,,,,TWV/B/EIR/CH281,,,SLACK,POINT(473753.36 618129.69),POINT(473389.31 618102.22),2
1433,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;1;1;1;1;,12,TWV/B179/012F,TWV/B178,1807,1586,TWV/B179,2,SP4A,TWV/B179/B203/1,SP4A,TWV/B179/B203/2,E1007412,2,1,ODP2,POINT(473389.31 618102.22),POINT(472964.91 617952.77),2
1194,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;,24,TWV/B180/024F,TWV/B177,558,1347,TWV/B180,2,,,,,2283926,4,1,JOINT,POINT(474911.52 618295.47),POINT(475122.71 618754.59),2
1195,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;1;,12,TWV/B181/012F,TWV/B180,823,1198,TWV/B181,2,SP4A,TWV/B181/B203/3,SP4A,TWV/B181/B203/4,927540,2,1,ODP2,POINT(475122.71 618754.59),POINT(474512.61 618750.37),2
1196,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;2;,24,TWV/B182/024F,TWV/B180,298,1199,TWV/B182,2,SP4A,TWV/B182/B203/5,,,2283944,2,1,ODP2,POINT(475122.71 618754.59),POINT(475384.42 618715.38),2
1197,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;2;1;,24,TWV/B183/024F,TWV/B182,283,1275,TWV/B183,2,SP8A,TWV/B183/B204,SP4A,TWV/B183/B204/1,927562,5,1,ODP1+ODP2,POINT(475384.42 618715.38),POINT(475640.36 618763.36),2
1198,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;2;1;1;,24,TWV/B184/024F,TWV/B183,162,1276,TWV/B184,2,SP4A,TWV/B184/B204/2,,,927565,2,1,ODP2,POINT(475640.36 618763.36),POINT(475776.33 618796.36),2
1199,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;2;1;1;1;,24,TWV/B185/024F,TWV/B184,410,1201,TWV/B185,2,SP4A,TWV/B185/B204/3,,,913491,2,1,ODP2,POINT(475776.33 618796.36),POINT(476153.3 618876.95),2
1893,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;2;1;1;1;1;,24,TWV/B186/024F,TWV/B185,297,1787,TWV/B186,2,SP8A,TWV/B186/B205,SP4A,TWV/B186/B205/1,2352283,5,1,ODP1+ODP2,POINT(476153.3 618876.95),POINT(476423.3 618919.75),2
